time,state,target_angle,angle,velocity,motor_command,error
13.650000,HOLD,110.000000,109.973567,0.002566,0.279236,0.026433
13.660000,HOLD,110.000000,109.975001,0.002502,0.279238,0.024999
13.670000,HOLD,110.000000,109.976398,0.002439,0.279239,0.023602
13.680000,HOLD,110.000000,109.977759,0.002376,0.279240,0.022241
13.690000,HOLD,110.000000,109.979085,0.002314,0.279242,0.020915
13.700000,HOLD,110.000000,109.980375,0.002252,0.279243,0.019625
13.710000,HOLD,110.000000,109.981631,0.002191,0.279244,0.018369
13.720000,HOLD,110.000000,109.982851,0.002131,0.279245,0.017149
13.730000,HOLD,110.000000,109.984038,0.002071,0.279246,0.015962
13.740000,HOLD,110.000000,109.985190,0.002012,0.279247,0.014810
13.750000,HOLD,110.000000,109.986310,0.001953,0.279248,0.013690
13.760000,HOLD,110.000000,109.987396,0.001896,0.279249,0.012604
13.770000,HOLD,110.000000,109.988449,0.001839,0.279250,0.011551
13.780000,HOLD,110.000000,109.989471,0.001783,0.279251,0.010529
13.790000,HOLD,110.000000,109.990460,0.001727,0.279252,0.009540
13.800000,HOLD,110.000000,109.991419,0.001673,0.279253,0.008581
13.810000,HOLD,110.000000,109.992347,0.001619,0.279254,0.007653
13.820000,HOLD,110.000000,109.993244,0.001566,0.279255,0.006756
13.830000,HOLD,110.000000,109.994111,0.001514,0.279255,0.005889
13.840000,HOLD,110.000000,109.994949,0.001463,0.279256,0.005051
13.850000,HOLD,110.000000,109.995759,0.001412,0.279257,0.004241
13.860000,HOLD,110.000000,109.996539,0.001363,0.279257,0.003461
13.870000,HOLD,110.000000,109.997292,0.001314,0.279258,0.002708
13.880000,HOLD,110.000000,109.998018,0.001266,0.279259,0.001982
13.890000,HOLD,110.000000,109.998716,0.001219,0.279259,0.001284
13.900000,HOLD,110.000000,109.999388,0.001173,0.279260,0.000612
13.910000,HOLD,110.000000,110.000034,0.001128,0.279260,-0.000034
13.920000,HOLD,110.000000,110.000655,0.001083,0.279261,-0.000655
13.930000,HOLD,110.000000,110.001251,0.001040,0.279261,-0.001251
13.940000,HOLD,110.000000,110.001822,0.000997,0.279262,-0.001822
13.950000,HOLD,110.000000,110.002370,0.000955,0.279262,-0.002370
13.960000,HOLD,110.000000,110.002894,0.000915,0.279262,-0.002894
13.970000,HOLD,110.000000,110.003395,0.000875,0.279263,-0.003395
13.980000,HOLD,110.000000,110.003873,0.000835,0.279263,-0.003873
13.990000,HOLD,110.000000,110.004330,0.000797,0.279263,-0.004330
14.000000,HOLD,110.000000,110.004766,0.000760,0.279264,-0.004766
14.010000,RETURN,110.000000,109.905158,-0.173847,-0.000049,0.094842
14.020000,RETURN,109.600000,109.718494,-0.325791,0.023643,-0.118494
14.030000,RETURN,109.200000,109.456385,-0.457467,0.044783,-0.256385
14.040000,RETURN,108.800000,109.129171,-0.571096,0.063526,-0.329171
14.050000,RETURN,108.400000,108.746054,-0.668666,0.080124,-0.346054
14.060000,RETURN,108.000000,108.315215,-0.751955,0.094806,-0.315215
14.070000,RETURN,107.600000,107.843926,-0.822556,0.107774,-0.243926
14.080000,RETURN,107.200000,107.338639,-0.881892,0.119209,-0.138639
14.090000,RETURN,106.800000,106.805078,-0.931239,0.129276,-0.005078
14.100000,RETURN,106.400000,106.248315,-0.971736,0.138118,0.151685
14.110000,RETURN,106.000000,105.672834,-1.004404,0.145867,0.327166
14.120000,RETURN,105.600000,105.082599,-1.030154,0.152639,0.517401
14.130000,RETURN,105.200000,104.481106,-1.049804,0.158538,0.718894
14.140000,RETURN,104.800000,103.871432,-1.064082,0.163657,0.928568
14.150000,RETURN,104.400000,103.256281,-1.073640,0.168080,1.143719
14.160000,RETURN,104.000000,102.638024,-1.079063,0.171882,1.361976
14.170000,RETURN,103.600000,102.018731,-1.080869,0.175129,1.581269
14.180000,RETURN,103.200000,101.400209,-1.079526,0.177882,1.799791
14.190000,RETURN,102.800000,100.784023,-1.075447,0.180192,2.015977
14.200000,RETURN,102.400000,100.171528,-1.069005,0.182109,2.228472
14.210000,RETURN,102.000000,99.563889,-1.060530,0.183675,2.436111
14.220000,RETURN,101.600000,98.962102,-1.050317,0.184927,2.637898
14.230000,RETURN,101.200000,98.367011,-1.038629,0.185901,2.832989
14.240000,RETURN,100.800000,97.779328,-1.025701,0.186626,3.020672
14.250000,RETURN,100.400000,97.199642,-1.011742,0.187130,3.200358
14.260000,RETURN,100.000000,96.628440,-0.996937,0.187438,3.371560
14.270000,RETURN,99.600000,96.066110,-0.981450,0.187570,3.533890
14.280000,RETURN,99.200000,95.512960,-0.965429,0.187546,3.687040
14.290000,RETURN,98.800000,94.969221,-0.949003,0.187384,3.830779
14.300000,RETURN,98.400000,94.435059,-0.932288,0.187100,3.964941
14.310000,RETURN,98.000000,93.910582,-0.915385,0.186706,4.089418
14.320000,RETURN,97.600000,93.395847,-0.898384,0.186215,4.204153
14.330000,RETURN,97.200000,92.890863,-0.881363,0.185639,4.309137
14.340000,RETURN,96.800000,92.395601,-0.864394,0.184986,4.404399
14.350000,RETURN,96.400000,91.909999,-0.847536,0.184267,4.490001
14.360000,RETURN,96.000000,91.433961,-0.830843,0.183488,4.566039
14.370000,RETURN,95.600000,90.967366,-0.814362,0.182656,4.632634
14.380000,RETURN,95.200000,90.510069,-0.798133,0.181778,4.689931
14.390000,RETURN,94.800000,90.061908,-0.782190,0.180859,4.738092
14.400000,RETURN,94.400000,89.622699,-0.766564,0.179904,4.777301
14.410000,RETURN,94.000000,89.192247,-0.751280,0.178917,4.807753
14.420000,RETURN,93.600000,88.770343,-0.736361,0.177902,4.829657
14.430000,RETURN,93.200000,88.356769,-0.721822,0.176863,4.843231
14.440000,RETURN,92.800000,87.951298,-0.707681,0.175802,4.848702
14.450000,RETURN,92.400000,87.553695,-0.693948,0.174723,4.846305
14.460000,RETURN,92.000000,87.163721,-0.680633,0.173627,4.836279
14.470000,RETURN,91.600000,86.781132,-0.667745,0.172517,4.818868
14.480000,RETURN,91.200000,86.405680,-0.655287,0.171394,4.794320
14.490000,RETURN,90.800000,86.037117,-0.643263,0.170260,4.762883
14.500000,RETURN,90.400000,85.675194,-0.631676,0.169117,4.724806
14.510000,RETURN,90.000000,85.319658,-0.620526,0.167966,4.680342
14.520000,RETURN,89.600000,84.970262,-0.609812,0.166807,4.629738
14.530000,RETURN,89.200000,84.626755,-0.599533,0.165643,4.573245
14.540000,RETURN,88.800000,84.288890,-0.589685,0.164473,4.511110
14.550000,RETURN,88.400000,83.956423,-0.580265,0.163298,4.443577
14.560000,RETURN,88.000000,83.629110,-0.571268,0.162119,4.370890
14.570000,RETURN,87.600000,83.306712,-0.562690,0.160937,4.293288
14.580000,RETURN,87.200000,82.988993,-0.554525,0.159752,4.211007
14.590000,RETURN,86.800000,82.675719,-0.546766,0.158564,4.124281
14.600000,RETURN,86.400000,82.366661,-0.539407,0.157374,4.033339
14.610000,RETURN,86.000000,82.061595,-0.532441,0.156182,3.938405
14.620000,RETURN,85.600000,81.760300,-0.525860,0.154988,3.839700
14.630000,RETURN,85.200000,81.462559,-0.519656,0.153792,3.737441
14.640000,RETURN,84.800000,81.168160,-0.513823,0.152596,3.631840
14.650000,RETURN,84.400000,80.876896,-0.508352,0.151397,3.523104
14.660000,RETURN,84.000000,80.588564,-0.503234,0.150198,3.411436
14.670000,RETURN,83.600000,80.302967,-0.498461,0.148998,3.297033
14.680000,RETURN,83.200000,80.019912,-0.494025,0.147796,3.180088
14.690000,RETURN,82.800000,79.739210,-0.489917,0.146593,3.060790
14.700000,RETURN,82.400000,79.460679,-0.486128,0.145390,2.939321
14.710000,RETURN,82.000000,79.184141,-0.482651,0.144185,2.815859
14.720000,RETURN,81.600000,78.909421,-0.479476,0.142979,2.690579
14.730000,RETURN,81.200000,78.636353,-0.476595,0.141773,2.563647
14.740000,RETURN,80.800000,78.364771,-0.473999,0.140565,2.435229
14.750000,RETURN,80.400000,78.094519,-0.471679,0.139356,2.305481
14.760000,RETURN,80.000000,77.825442,-0.469628,0.138146,2.174558
14.770000,RETURN,79.600000,77.557391,-0.467837,0.136935,2.042609
14.780000,RETURN,79.200000,77.290223,-0.466296,0.135722,1.909777
14.790000,RETURN,78.800000,77.023798,-0.464999,0.134508,1.776202
14.800000,RETURN,78.400000,76.757982,-0.463937,0.133293,1.642018
14.810000,RETURN,78.000000,76.492644,-0.463102,0.132077,1.507356
14.820000,RETURN,77.600000,76.227659,-0.462486,0.130859,1.372341
14.830000,RETURN,77.200000,75.962906,-0.462080,0.129639,1.237094
14.840000,RETURN,76.800000,75.698270,-0.461878,0.128418,1.101730
14.850000,RETURN,76.400000,75.433636,-0.461872,0.127196,0.966364
14.860000,RETURN,76.000000,75.168899,-0.462053,0.125972,0.831101
14.870000,RETURN,75.600000,74.903955,-0.462416,0.124746,0.696045
14.880000,RETURN,75.200000,74.638703,-0.462952,0.123518,0.561297
14.890000,RETURN,74.800000,74.373049,-0.463654,0.122288,0.426951
14.900000,RETURN,74.400000,74.106901,-0.464516,0.121057,0.293099
14.910000,RETURN,74.000000,73.840172,-0.465530,0.119823,0.159828
14.920000,RETURN,73.600000,73.572779,-0.466689,0.118588,0.027221
14.930000,RETURN,73.200000,73.304641,-0.467989,0.117351,-0.104641
14.940000,RETURN,72.800000,73.035683,-0.469420,0.116112,-0.235683
14.950000,RETURN,72.400000,72.765832,-0.470979,0.114870,-0.365832
14.960000,RETURN,72.000000,72.495019,-0.472657,0.113627,-0.495019
14.970000,RETURN,71.600000,72.223179,-0.474450,0.112381,-0.623179
14.980000,RETURN,71.200000,71.950250,-0.476351,0.111133,-0.750250
14.990000,RETURN,70.800000,71.676173,-0.478355,0.109883,-0.876173
15.000000,RETURN,70.400000,71.400892,-0.480456,0.108631,-1.000892
15.010000,RETURN,70.000000,71.124354,-0.482649,0.107376,-1.124354
15.020000,RETURN,69.600000,70.846511,-0.484928,0.106119,-1.246511
15.030000,RETURN,69.200000,70.567316,-0.487288,0.104860,-1.367316
15.040000,RETURN,68.800000,70.286725,-0.489724,0.103599,-1.486725
15.050000,RETURN,68.400000,70.004697,-0.492231,0.102335,-1.604697
15.060000,RETURN,68.000000,69.721196,-0.494804,0.101069,-1.721196
15.070000,RETURN,67.600000,69.436184,-0.497439,0.099801,-1.836184
15.080000,RETURN,67.200000,69.149630,-0.500131,0.098530,-1.949630
15.090000,RETURN,66.800000,68.861504,-0.502876,0.097257,-2.061504
15.100000,RETURN,66.400000,68.571777,-0.505669,0.095982,-2.171777
15.110000,RETURN,66.000000,68.280424,-0.508507,0.094704,-2.280424
15.120000,RETURN,65.600000,67.987422,-0.511385,0.093424,-2.387422
15.130000,RETURN,65.200000,67.692750,-0.514299,0.092141,-2.492750
15.140000,RETURN,64.800000,67.396390,-0.517246,0.090856,-2.596390
15.150000,RETURN,64.400000,67.098324,-0.520223,0.089569,-2.698324
15.160000,RETURN,64.000000,66.798539,-0.523224,0.088279,-2.798539
15.170000,RETURN,63.600000,66.497021,-0.526248,0.086987,-2.897021
15.180000,RETURN,63.200000,66.193759,-0.529291,0.085693,-2.993759
15.190000,RETURN,62.800000,65.888746,-0.532349,0.084396,-3.088746
15.200000,RETURN,62.400000,65.581972,-0.535420,0.083097,-3.181972
15.210000,RETURN,62.000000,65.273434,-0.538501,0.081796,-3.273434
15.220000,RETURN,61.600000,64.963127,-0.541589,0.080492,-3.363127
15.230000,RETURN,61.200000,64.651048,-0.544680,0.079187,-3.451048
15.240000,RETURN,60.800000,64.337197,-0.547773,0.077879,-3.537197
15.250000,RETURN,60.400000,64.021575,-0.550865,0.076568,-3.621575
15.260000,RETURN,60.000000,63.704183,-0.553953,0.075256,-3.704183
15.270000,RETURN,59.600000,63.385025,-0.557036,0.073941,-3.785025
15.280000,RETURN,59.200000,63.064105,-0.560110,0.072624,-3.864105
15.290000,RETURN,58.800000,62.741430,-0.563174,0.071305,-3.941430
15.300000,RETURN,58.400000,62.417006,-0.566226,0.069984,-4.017006
15.310000,RETURN,58.000000,62.090842,-0.569264,0.068661,-4.090842
15.320000,RETURN,57.600000,61.762947,-0.572285,0.067335,-4.162947
15.330000,RETURN,57.200000,61.433331,-0.575289,0.066008,-4.233331
15.340000,RETURN,56.800000,61.102005,-0.578273,0.064679,-4.302005
15.350000,RETURN,56.400000,60.768982,-0.581235,0.063347,-4.368982
15.360000,RETURN,56.000000,60.434274,-0.584175,0.062014,-4.434274
15.370000,RETURN,55.600000,60.097896,-0.587091,0.060678,-4.497896
15.380000,RETURN,55.200000,59.759862,-0.589981,0.059341,-4.559862
15.390000,RETURN,54.800000,59.420187,-0.592844,0.058002,-4.620187
15.400000,RETURN,54.400000,59.078888,-0.595679,0.056661,-4.678888
15.410000,RETURN,54.000000,58.735982,-0.598484,0.055318,-4.735982
15.420000,RETURN,53.600000,58.391486,-0.601259,0.053973,-4.791486
15.430000,RETURN,53.200000,58.045418,-0.604003,0.052627,-4.845418
15.440000,RETURN,52.800000,57.697796,-0.606714,0.051279,-4.897796
15.450000,RETURN,52.400000,57.348640,-0.609392,0.049929,-4.948640
15.460000,RETURN,52.000000,56.997969,-0.612036,0.048577,-4.997969
15.470000,RETURN,51.600000,56.645803,-0.614645,0.047224,-5.045803
15.480000,RETURN,51.200000,56.292163,-0.617218,0.045869,-5.092163
15.490000,RETURN,50.800000,55.937069,-0.619755,0.044513,-5.137069
15.500000,RETURN,50.400000,55.580543,-0.622255,0.043155,-5.180543
15.510000,RETURN,50.000000,55.222606,-0.624718,0.041795,-5.222606
15.520000,RETURN,49.600000,54.863280,-0.627142,0.040434,-5.263280
15.530000,RETURN,49.200000,54.502587,-0.629529,0.039071,-5.302587
15.540000,RETURN,48.800000,54.140549,-0.631876,0.037707,-5.340549
15.550000,RETURN,48.400000,53.777188,-0.634184,0.036342,-5.377188
15.560000,RETURN,48.000000,53.412527,-0.636453,0.034975,-5.412527
15.570000,RETURN,47.600000,53.046590,-0.638682,0.033607,-5.446590
15.580000,RETURN,47.200000,52.679398,-0.640871,0.032238,-5.479398
15.590000,RETURN,46.800000,52.310975,-0.643020,0.030867,-5.510975
15.600000,RETURN,46.400000,51.941343,-0.645128,0.029495,-5.541343
15.610000,RETURN,46.000000,51.570527,-0.647196,0.028122,-5.570527
15.620000,RETURN,45.600000,51.198549,-0.649224,0.026747,-5.598549
15.630000,RETURN,45.200000,50.825433,-0.651211,0.025372,-5.625433
15.640000,RETURN,44.800000,50.451201,-0.653158,0.023995,-5.651201
15.650000,RETURN,44.400000,50.075877,-0.655064,0.022617,-5.675877
15.660000,RETURN,44.000000,49.699484,-0.656929,0.021238,-5.699484
15.670000,RETURN,43.600000,49.322046,-0.658755,0.019858,-5.722046
15.680000,RETURN,43.200000,48.943584,-0.660540,0.018477,-5.743584
15.690000,RETURN,42.800000,48.564123,-0.662285,0.017095,-5.764123
15.700000,RETURN,42.400000,48.183684,-0.663991,0.015713,-5.783684
15.710000,RETURN,42.000000,47.802291,-0.665656,0.014329,-5.802291
15.720000,RETURN,41.600000,47.419967,-0.667282,0.012944,-5.819967
15.730000,RETURN,41.200000,47.036733,-0.668869,0.011558,-5.836733
15.740000,RETURN,40.800000,46.652612,-0.670417,0.010172,-5.852612
15.750000,RETURN,40.400000,46.267626,-0.671927,0.008784,-5.867626
15.760000,RETURN,40.000000,45.881798,-0.673398,0.007396,-5.881798
15.770000,RETURN,39.600000,45.495148,-0.674831,0.006007,-5.895148
15.780000,RETURN,39.200000,45.107699,-0.676226,0.004617,-5.907699
15.790000,RETURN,38.800000,44.719472,-0.677584,0.003227,-5.919472
15.800000,RETURN,38.400000,44.330487,-0.678906,0.001836,-5.930487
15.810000,RETURN,38.000000,43.940767,-0.680190,0.000444,-5.940767
15.820000,RETURN,37.600000,43.550332,-0.681439,-0.000949,-5.950332
15.830000,RETURN,37.200000,43.159201,-0.682652,-0.002342,-5.959201
15.840000,RETURN,36.800000,42.767396,-0.683829,-0.003735,-5.967396
15.850000,RETURN,36.400000,42.374936,-0.684972,-0.005130,-5.974936
15.860000,RETURN,36.000000,41.981841,-0.686080,-0.006525,-5.981841
15.870000,RETURN,35.600000,41.588130,-0.687155,-0.007920,-5.988130
15.880000,RETURN,35.200000,41.193823,-0.688196,-0.009316,-5.993823
15.890000,RETURN,34.800000,40.798938,-0.689204,-0.010713,-5.998938
15.900000,RETURN,34.400000,40.403494,-0.690179,-0.012110,-6.003494
15.910000,RETURN,34.000000,40.007510,-0.691123,-0.013507,-6.007510
15.920000,RETURN,33.600000,39.611003,-0.692035,-0.014905,-6.011003
15.930000,RETURN,33.200000,39.213991,-0.692916,-0.016304,-6.013991
15.940000,RETURN,32.800000,38.816492,-0.693767,-0.017702,-6.016492
15.950000,RETURN,32.400000,38.418523,-0.694588,-0.019102,-6.018523
15.960000,RETURN,32.000000,38.020100,-0.695379,-0.020501,-6.020100
15.970000,RETURN,31.600000,37.621240,-0.696142,-0.021901,-6.021240
15.980000,RETURN,31.200000,37.221960,-0.696876,-0.023301,-6.021960
15.990000,RETURN,30.800000,36.822275,-0.697582,-0.024702,-6.022275
16.000000,RETURN,30.400000,36.422201,-0.698261,-0.026103,-6.022201
16.010000,RETURN,30.000000,36.021753,-0.698913,-0.027504,-6.021753
16.020000,RETURN,30.000000,35.622416,-0.696976,-0.024804,-5.622416
16.030000,RETURN,30.000000,35.225492,-0.692762,-0.022421,-5.225492
16.040000,RETURN,30.000000,34.832126,-0.686553,-0.020319,-4.832126
16.050000,RETURN,30.000000,34.443316,-0.678601,-0.018468,-4.443316
16.060000,RETURN,30.000000,34.059932,-0.669131,-0.016840,-4.059932
16.070000,RETURN,30.000000,33.682729,-0.658345,-0.015410,-3.682729
16.080000,RETURN,30.000000,33.312355,-0.646424,-0.014156,-3.312355
16.090000,RETURN,30.000000,32.949369,-0.633530,-0.013058,-2.949369
16.100000,RETURN,30.000000,32.594244,-0.619810,-0.012099,-2.594244
16.110000,RETURN,30.000000,32.247380,-0.605392,-0.011263,-2.247380
16.120000,RETURN,30.000000,31.909109,-0.590394,-0.010535,-1.909109
16.130000,RETURN,30.000000,31.579705,-0.574919,-0.009904,-1.579705
16.140000,RETURN,30.000000,31.259387,-0.559061,-0.009358,-1.259387
16.150000,RETURN,30.000000,30.948326,-0.542904,-0.008886,-0.948326
16.160000,RETURN,30.000000,30.646652,-0.526521,-0.008481,-0.646652
16.170000,RETURN,30.000000,30.354455,-0.509979,-0.008133,-0.354455
16.180000,RETURN,30.000000,30.071793,-0.493339,-0.007836,-0.071793
16.190000,RETURN,30.000000,29.798692,-0.476652,-0.007584,0.201308
16.200000,RETURN,30.000000,29.535151,-0.459966,-0.007371,0.464849
16.210000,RETURN,30.000000,29.281146,-0.443322,-0.007191,0.718854
16.220000,RETURN,30.000000,29.036631,-0.426759,-0.007041,0.963369
16.230000,RETURN,30.000000,28.801541,-0.410309,-0.006916,1.198459
16.240000,RETURN,30.000000,28.575795,-0.394001,-0.006813,1.424205
16.250000,RETURN,30.000000,28.359296,-0.377862,-0.006729,1.640704
16.260000,RETURN,30.000000,28.151935,-0.361914,-0.006660,1.848065
16.270000,RETURN,30.000000,27.953590,-0.346177,-0.006605,2.046410
16.280000,RETURN,30.000000,27.764131,-0.330668,-0.006562,2.235869
16.290000,RETURN,30.000000,27.583419,-0.315403,-0.006528,2.416581
16.300000,RETURN,30.000000,27.411305,-0.300395,-0.006501,2.588695
16.310000,RETURN,30.000000,27.247636,-0.285656,-0.006481,2.752364
16.320000,RETURN,30.000000,27.092253,-0.271195,-0.006465,2.907747
16.330000,RETURN,30.000000,26.944992,-0.257020,-0.006454,3.055008
16.340000,RETURN,30.000000,26.805684,-0.243138,-0.006445,3.194316
16.350000,RETURN,30.000000,26.674158,-0.229555,-0.006438,3.325842
16.360000,RETURN,30.000000,26.550241,-0.216276,-0.006432,3.449759
16.370000,RETURN,30.000000,26.433756,-0.203304,-0.006426,3.566244
16.380000,RETURN,30.000000,26.324527,-0.190642,-0.006420,3.675473
16.390000,RETURN,30.000000,26.222373,-0.178291,-0.006414,3.777627
16.400000,RETURN,30.000000,26.127117,-0.166253,-0.006406,3.872883
16.410000,RETURN,30.000000,26.038579,-0.154529,-0.006397,3.961421
16.420000,RETURN,30.000000,25.956579,-0.143117,-0.006387,4.043421
16.430000,RETURN,30.000000,25.880938,-0.132018,-0.006374,4.119062
16.440000,RETURN,30.000000,25.811478,-0.121230,-0.006359,4.188522
16.450000,RETURN,30.000000,25.748022,-0.110753,-0.006342,4.251978
16.460000,RETURN,30.000000,25.690392,-0.100582,-0.006323,4.309608
16.470000,RETURN,30.000000,25.638415,-0.090718,-0.006301,4.361585
16.480000,RETURN,30.000000,25.591916,-0.081156,-0.006276,4.408084
16.490000,RETURN,30.000000,25.550724,-0.071894,-0.006249,4.449276
16.500000,RETURN,30.000000,25.514669,-0.062928,-0.006219,4.485331
16.510000,RETURN,30.000000,25.483583,-0.054256,-0.006186,4.516417
16.520000,RETURN,30.000000,25.457299,-0.045873,-0.006151,4.542701
16.530000,RETURN,30.000000,25.435655,-0.037776,-0.006113,4.564345
16.540000,RETURN,30.000000,25.418489,-0.029960,-0.006072,4.581511
16.550000,RETURN,30.000000,25.405642,-0.022422,-0.006029,4.594358
16.560000,RETURN,30.000000,25.396957,-0.015158,-0.005984,4.603043
16.570000,RETURN,30.000000,25.392281,-0.008162,-0.005936,4.607719
16.580000,RETURN,30.000000,25.391461,-0.001431,-0.005885,4.608539
16.590000,RETURN,30.000000,25.394349,0.005041,-0.005833,4.605651
16.600000,RETURN,30.000000,25.400799,0.011257,-0.005778,4.599201
16.610000,RETURN,30.000000,25.410667,0.017223,-0.005721,4.589333
16.620000,RETURN,30.000000,25.423813,0.022943,-0.005662,4.576187
16.630000,RETURN,30.000000,25.440097,0.028422,-0.005601,4.559903
16.640000,RETURN,30.000000,25.459386,0.033666,-0.005538,4.540614
16.650000,RETURN,30.000000,25.481547,0.038678,-0.005474,4.518453
16.660000,RETURN,30.000000,25.506450,0.043463,-0.005408,4.493550
16.670000,RETURN,30.000000,25.533967,0.048027,-0.005340,4.466033
16.680000,RETURN,30.000000,25.563976,0.052375,-0.005271,4.436024
16.690000,RETURN,30.000000,25.596355,0.056511,-0.005201,4.403645
16.700000,RETURN,30.000000,25.630984,0.060440,-0.005129,4.369016
16.710000,RETURN,30.000000,25.667749,0.064167,-0.005056,4.332251
16.720000,RETURN,30.000000,25.706537,0.067698,-0.004983,4.293463
16.730000,RETURN,30.000000,25.747238,0.071035,-0.004908,4.252762
16.740000,RETURN,30.000000,25.789743,0.074186,-0.004832,4.210257
16.750000,RETURN,30.000000,25.833949,0.077154,-0.004755,4.166051
16.760000,RETURN,30.000000,25.879753,0.079943,-0.004678,4.120247
16.770000,RETURN,30.000000,25.927056,0.082560,-0.004600,4.072944
16.780000,RETURN,30.000000,25.975762,0.085008,-0.004521,4.024238
16.790000,RETURN,30.000000,26.025777,0.087292,-0.004442,3.974223
16.800000,RETURN,30.000000,26.077009,0.089417,-0.004363,3.922991
16.810000,RETURN,30.000000,26.129369,0.091386,-0.004283,3.870631
16.820000,RETURN,30.000000,26.182773,0.093206,-0.004203,3.817227
16.830000,RETURN,30.000000,26.237134,0.094879,-0.004123,3.762866
16.840000,RETURN,30.000000,26.292374,0.096411,-0.004042,3.707626
16.850000,RETURN,30.000000,26.348412,0.097806,-0.003962,3.651588
16.860000,RETURN,30.000000,26.405174,0.099067,-0.003882,3.594826
16.870000,RETURN,30.000000,26.462584,0.100200,-0.003801,3.537416
16.880000,RETURN,30.000000,26.520572,0.101208,-0.003721,3.479428
16.890000,RETURN,30.000000,26.579068,0.102095,-0.003641,3.420932
16.900000,RETURN,30.000000,26.638006,0.102866,-0.003561,3.361994
16.910000,RETURN,30.000000,26.697321,0.103524,-0.003482,3.302679
16.920000,RETURN,30.000000,26.756951,0.104074,-0.003403,3.243049
16.930000,RETURN,30.000000,26.816836,0.104518,-0.003324,3.183164
16.940000,RETURN,30.000000,26.876917,0.104862,-0.003246,3.123083
16.950000,RETURN,30.000000,26.937139,0.105108,-0.003168,3.062861
16.960000,RETURN,30.000000,26.997449,0.105260,-0.003091,3.002551
16.970000,RETURN,30.000000,27.057794,0.105321,-0.003014,2.942206
16.980000,RETURN,30.000000,27.118124,0.105296,-0.002938,2.881876
16.990000,RETURN,30.000000,27.178392,0.105188,-0.002862,2.821608
17.000000,RETURN,30.000000,27.238553,0.105000,-0.002788,2.761447
17.010000,RETURN,30.000000,27.298561,0.104734,-0.002714,2.701439
17.020000,RETURN,30.000000,27.358375,0.104396,-0.002640,2.641625
17.030000,RETURN,30.000000,27.417956,0.103987,-0.002568,2.582044
17.040000,RETURN,30.000000,27.477263,0.103511,-0.002496,2.522737
17.050000,RETURN,30.000000,27.536261,0.102970,-0.002425,2.463739
17.060000,RETURN,30.000000,27.594914,0.102369,-0.002355,2.405086
17.070000,RETURN,30.000000,27.653188,0.101709,-0.002286,2.346812
17.080000,RETURN,30.000000,27.711053,0.100993,-0.002217,2.288947
17.090000,RETURN,30.000000,27.768478,0.100225,-0.002150,2.231522
17.100000,RETURN,30.000000,27.825434,0.099406,-0.002083,2.174566
17.110000,RETURN,30.000000,27.881893,0.098540,-0.002018,2.118107
17.120000,RETURN,30.000000,27.937831,0.097630,-0.001953,2.062169
17.130000,RETURN,30.000000,27.993222,0.096676,-0.001890,2.006778
17.140000,RETURN,30.000000,28.048044,0.095683,-0.001827,1.951956
17.150000,RETURN,30.000000,28.102276,0.094652,-0.001765,1.897724
17.160000,RETURN,30.000000,28.155896,0.093586,-0.001705,1.844104
17.170000,RETURN,30.000000,28.208887,0.092486,-0.001645,1.791113
17.180000,RETURN,30.000000,28.261230,0.091356,-0.001587,1.738770
17.190000,RETURN,30.000000,28.312909,0.090197,-0.001529,1.687091
17.200000,RETURN,30.000000,28.363909,0.089011,-0.001473,1.636091
17.210000,RETURN,30.000000,28.414215,0.087801,-0.001417,1.585785
17.220000,RETURN,30.000000,28.463815,0.086568,-0.001363,1.536185
17.230000,RETURN,30.000000,28.512696,0.085313,-0.001309,1.487304
17.240000,RETURN,30.000000,28.560847,0.084040,-0.001257,1.439153
17.250000,RETURN,30.000000,28.608259,0.082750,-0.001206,1.391741
17.260000,RETURN,30.000000,28.654923,0.081443,-0.001155,1.345077
17.270000,RETURN,30.000000,28.700830,0.080123,-0.001106,1.299170
17.280000,RETURN,30.000000,28.745974,0.078791,-0.001058,1.254026
17.290000,RETURN,30.000000,28.790349,0.077448,-0.001011,1.209651
17.300000,RETURN,30.000000,28.833948,0.076096,-0.000965,1.166052
17.310000,RETURN,30.000000,28.876768,0.074735,-0.000920,1.123232
17.320000,RETURN,30.000000,28.918806,0.073369,-0.000876,1.081194
17.330000,RETURN,30.000000,28.960057,0.071997,-0.000833,1.039943
17.340000,RETURN,30.000000,29.000520,0.070621,-0.000791,0.999480
17.350000,MOVE,30.000000,29.044132,0.076117,0.010247,0.955868
17.360000,MOVE,30.400000,29.087895,0.076381,0.002414,1.312105
17.370000,MOVE,30.800000,29.133155,0.078994,0.006344,1.666845
17.380000,MOVE,31.200000,29.181092,0.083667,0.009980,2.018908
17.390000,MOVE,31.600000,29.232738,0.090139,0.013355,2.367262
17.400000,MOVE,32.000000,29.288992,0.098180,0.016497,2.711008
17.410000,MOVE,32.400000,29.350631,0.107581,0.019432,3.049369
17.420000,MOVE,32.800000,29.418329,0.118156,0.022183,3.381671
17.430000,MOVE,33.200000,29.492663,0.129737,0.024771,3.707337
17.440000,MOVE,33.600000,29.574125,0.142177,0.027213,4.025875
17.450000,MOVE,34.000000,29.663128,0.155340,0.029527,4.336872
17.460000,MOVE,34.400000,29.760020,0.169108,0.031727,4.639980
17.470000,MOVE,34.800000,29.865085,0.183374,0.033825,4.934915
